Tenure Months,Monthly Charges,Total Charges,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn_Probability,Predicted_Churn,Actual_Churn
12,95.7,1184.0,5527,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,0.480057229547669,1,0
2,70.3,132.4,4799,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,0.47790171618820537,1,0
1,44.15,44.15,4773,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.47732655454242917,1,1
60,105.9,6396.45,4105,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.47611947702301044,1,1
1,75.3,75.3,3244,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4751031399606022,1,1
15,49.0,749.25,2597,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.47419221518883514,1,0
4,48.75,179.85,3048,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4725956502653013,1,0
18,77.8,1358.6,4228,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.47258704702554083,1,0
1,45.85,45.85,5930,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.47241761458679815,1,1
1,50.75,50.75,3631,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.47197951702742263,1,0
1,45.4,45.4,2168,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.47156027352904467,1,1
13,25.15,331.85,4943,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4715489190725644,1,0
13,55.95,734.35,4498,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.4713984316120734,1,1
1,29.15,29.15,3923,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.4698471940582831,1,0
26,50.35,1277.5,2510,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.4696522898722141,1,0
10,98.9,1064.95,4614,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.4691847525334434,1,0
1,50.45,50.45,2806,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.4688745617482131,1,1
37,91.15,3369.25,3194,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.4680907043484269,1,0
25,105.5,2686.05,5822,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.46799543539966654,1,0
4,105.65,443.9,4663,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0.4677525762339503,1,1
33,80.6,2656.5,3601,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4671525109915319,1,1
38,74.95,2869.85,5165,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.46699486850802535,1,1
34,109.8,3587.25,3410,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,0.4656526073837311,1,1
48,91.05,4370.75,3594,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0.4654513736514139,1,0
66,99.5,6822.15,4479,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.45746494043477315,1,1
37,106.75,4056.75,5849,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0.45558605027387516,1,1
1,45.1,45.1,4884,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4530746012425962,1,1
34,56.25,1765.95,5597,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.4528771407039311,1,0
32,81.1,2619.25,2143,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.4524599896844681,1,0
20,96.55,1901.65,4382,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.45087294702450537,1,0
2,54.35,117.05,4916,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.45086156600095556,1,0
61,114.1,7132.15,5239,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.45026407155680126,1,0
8,60.0,487.75,5862,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.4484698073208377,1,0
1,49.3,49.3,4209,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.4484618146781836,1,0
11,41.6,470.6,3119,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,0.4456396267289653,1,1
26,92.4,2349.8,5461,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.4451865671648517,1,0
47,98.75,4533.7,4622,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.44484101450841645,1,1
15,69.0,994.8,5671,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44441244548309283,1,1
45,89.3,4192.15,5470,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0.443856576042194,1,0
1,49.95,49.95,5230,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.44383318529846594,1,0
30,90.5,2595.85,5983,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0.44298653728164505,1,0
1,55.55,55.55,2207,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.44292335353880385,1,0
1,52.2,52.2,4138,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.442615771420956,1,1
20,89.4,1871.15,2098,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.4411796606243099,1,0
6,59.45,357.6,2393,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.44018563673559546,1,0
5,44.05,202.15,5846,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.4346495411815783,1,0
2,54.15,101.65,3527,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.43258892850345965,1,0
57,89.85,4925.35,4429,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.4320128961337314,1,0
4,35.0,135.75,3523,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.4298581706726126,1,0
19,69.6,1394.55,3349,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.4295466909596803,1,0
25,69.75,1729.35,3080,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4291265933621164,1,0
14,66.6,979.5,3516,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0.42735995669081717,1,0
25,89.05,2177.45,2673,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,0.4255499373969839,1,1
65,108.8,7082.45,5225,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.4245363002375598,1,0
2,50.15,115.1,5461,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.4241416074216818,1,1
1,50.15,50.15,4014,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.42411697898998724,1,0
51,98.85,4947.55,6034,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.4231343060716209,1,0
18,57.45,990.85,2989,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.4190947720018141,1,1
28,89.9,2433.5,3676,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0.41898667301155834,1,0
2,50.3,92.75,5870,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.41853989505128864,1,0
6,45.65,323.45,4227,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4179341605836966,1,0
19,56.2,1093.4,3384,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.41740473844904546,1,0
7,74.35,533.6,2463,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.41708210591869377,1,0
1,21.0,21.0,3753,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,0.4168492402851908,1,1
54,90.05,4931.8,5232,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.41674315214183655,1,0
7,48.2,340.35,5525,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.41617486706189977,1,0
32,74.4,2276.95,2091,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4160260137032235,1,1
46,96.05,4399.5,2712,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.414873141558335,1,1
22,89.05,1886.25,5479,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0.4142120262883469,1,0
3,80.7,239.45,2081,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.41418415655004387,1,0
2,44.95,85.15,5900,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.41350006590485205,1,1
33,83.85,2716.3,2583,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.41267350188322044,1,1
69,99.45,7007.6,4020,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.4120183165824971,1,1
1,45.15,45.15,4131,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4111852784129236,1,0
48,111.45,5315.1,2319,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.41048856557693203,1,0
1,45.35,45.35,3980,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.40971064239975113,1,0
19,105.0,2007.25,3524,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,0.40905926737972603,1,0
28,90.1,2598.95,5958,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,0.40896051930830685,1,1
15,48.8,720.1,2577,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.4084603749961126,1,0
52,106.5,5621.85,4499,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.40777995295482133,1,0
47,86.05,3865.6,5527,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.40768963597749774,1,0
3,23.6,89.05,5587,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.4037267873467299,1,0
32,80.35,2596.15,5974,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.40226650923038865,1,1
27,83.85,2310.2,5907,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.40179622954131405,1,0
36,87.55,3078.1,2558,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,0.40142140080034067,1,1
1,54.9,54.9,2833,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.400695484565401,1,1
3,35.1,101.1,3610,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.39618936414577915,0,0
52,102.7,5138.1,4044,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,0.39467139406841717,0,0
58,100.4,5749.8,4005,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0.39329669073879725,0,0
3,44.75,148.05,3422,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3909268706313076,0,0
19,89.95,1682.4,3402,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,0.39082371807011385,0,0
9,44.4,348.15,5457,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.38918112898546753,0,0
17,45.05,770.6,3797,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.3886197831996571,0,1
9,94.4,857.25,5571,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.3885362177806646,0,1
42,108.3,4586.15,5106,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0.38832864076259116,0,0
61,106.45,6300.15,4842,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.3880398062095778,0,0
16,71.4,1212.1,3360,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0.38795348522175677,0,0
7,59.5,415.95,4661,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,0.3873740359523081,0,1
8,29.35,216.45,5369,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.38605835437795594,0,0
5,63.95,318.1,3099,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,0.3812969207042033,0,0
32,84.15,2585.95,4017,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3767129290958736,0,1
2,44.9,111.05,4370,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3764643942097983,0,0
21,28.5,629.35,3766,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.37620209024003587,0,0
57,95.25,5427.05,6259,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0.37410711443420985,0,1
32,108.15,3432.9,2541,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,0.3741041605333121,0,1
50,108.75,5431.9,5211,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.3722470918164267,0,0
1,49.75,49.75,2908,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3712504082733658,0,0
4,44.55,220.75,2124,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.37079091353304233,0,0
35,70.55,2419.0,5873,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.37007348437061277,0,0
35,100.5,3653.35,4745,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0.369900129316758,0,1
26,73.05,1959.5,2753,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.3693454470909909,0,0
20,108.2,2203.7,2102,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.365986199447996,0,0
10,29.75,301.9,2013,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3617317172669655,0,0
60,89.45,5294.6,4340,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.3612105053100474,0,0
1,62.05,62.05,2937,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.36093620734387954,0,1
18,25.15,476.8,2675,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.35880109263447363,0,0
6,44.7,276.5,4270,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3585857048520096,0,0
50,71.05,3444.85,5746,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.35852648380622215,0,1
1,55.7,55.7,5664,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.3570089494785458,0,0
2,49.2,103.7,2342,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3569725892872975,0,0
28,106.1,2847.4,3770,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,0.35651036982288,0,1
6,94.05,518.75,3083,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0.35599596581216286,0,0
1,49.8,49.8,2978,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.35542474027658744,0,0
3,50.5,147.75,5258,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.3538480444610788,0,0
55,73.1,4144.9,5832,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.35331237365515344,0,0
1,25.0,25.0,2371,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.3528639828711598,0,0
22,81.7,1820.9,5602,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3525882073088443,0,0
60,104.35,6339.45,4040,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.3501955128964129,0,0
7,50.3,355.1,2547,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.34963428553476145,0,0
18,49.55,878.35,2815,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.3486629481099974,0,1
42,85.9,3729.75,2219,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,0.3479444371635502,0,0
12,45.0,524.35,4998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3473373620214549,0,0
55,116.5,6382.55,4222,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.3468467250601528,0,0
8,44.45,369.3,4909,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.34611789430071466,0,0
3,50.25,152.3,2166,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.3460690412487614,0,0
1,53.95,53.95,2771,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.3449738649670703,0,1
20,24.9,505.95,5942,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3441818869425115,0,0
8,60.9,551.95,2136,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3440762508569041,0,0
10,60.95,629.55,4323,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,0.34364980969570685,0,0
43,75.35,3161.4,4898,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.34337514795079527,0,0
7,43.9,278.4,3565,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3432875253062231,0,0
46,89.15,4245.55,5593,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.34133091667567683,0,0
50,103.95,5231.3,4363,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.34109495737082024,0,0
48,97.05,4692.95,5893,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.3396588005918764,0,0
12,81.7,858.6,2850,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3392063630493134,0,1
17,98.6,1704.95,5160,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,0.33535323372335474,0,1
62,103.75,6383.35,5052,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.33350120494751645,0,1
65,106.25,6979.8,5965,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.33276610537339885,0,1
4,50.05,179.35,3394,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.3315053920815507,0,1
3,60.65,196.9,2111,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.3292292596231535,0,0
68,95.9,6503.2,5080,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.32775445813315307,0,0
46,103.15,4594.65,3517,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0.32736418357831176,0,0
5,65.6,339.9,5636,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0.326161969959666,0,0
55,89.8,4959.6,5875,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.32527908453979226,0,0
4,50.7,151.3,4930,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.32527272814950353,0,1
1,70.45,70.45,3964,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.325023841527778,0,1
24,39.1,971.3,4591,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.32432080182931505,0,1
45,100.15,4459.8,2636,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0.32372036722850067,0,0
29,66.1,1912.15,5590,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.3195338502133438,0,0
15,55.7,899.8,4519,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.31917759459831396,0,1
57,104.9,5913.95,5838,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0.31895504105963013,0,0
13,74.65,966.25,4172,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0.3128372047421701,0,0
6,50.95,307.6,3474,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.3127265093276086,0,0
44,84.8,3626.35,2770,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.3113408810302914,0,0
7,81.25,580.1,5928,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.3112596746031152,0,0
32,93.4,2979.3,3224,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0.31081263460076297,0,0
31,50.05,1523.4,4529,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.31067883315292316,0,0
63,109.85,7002.95,5775,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.3100200165738166,0,0
12,60.65,743.3,3740,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0.30914503113587316,0,0
